Reference, FixingDate, EffectiveDate, MaturityDate, Value
USD-SOFRCMP-OFFSET2-3M,2018-12-19,2018-12-17,2019-03-18,0.02442174924384588
USD-SOFRCMP-OFFSET2-3M,2018-12-20,2018-12-18,2019-03-18,0.02443486744255985
USD-SOFRCMP-OFFSET2-3M,2018-12-21,2018-12-19,2019-03-19,0.02444492788138941
USD-SOFRCMP-OFFSET2-3M,2018-12-24,2018-12-20,2019-03-20,0.024458341840809972
USD-SOFRCMP-OFFSET2-3M,2018-12-27,2018-12-24,2019-03-25,0.024465973964977666
USD-SOFRCMP-OFFSET2-3M,2018-12-28,2018-12-26,2019-03-26,0.02446730251917728
USD-SOFRCMP-OFFSET2-3M,2018-12-31,2018-12-27,2019-03-27,0.024462831191897294
USD-SOFRCMP-OFFSET2-3M,2019-01-02,2018-12-28,2019-03-28,0.024458359869585777
USD-SOFRCMP-OFFSET2-3M,2019-01-03,2018-12-31,2019-03-29,0.024448408221759272
USD-SOFRCMP-OFFSET2-3M,2019-01-04,2019-01-02,2019-04-02,0.02439801720796897
USD-SOFRCMP-OFFSET2-3M,2019-01-07,2019-01-03,2019-04-03,0.024320889661300527
USD-SOFRCMP-OFFSET2-3M,2019-01-08,2019-01-04,2019-04-04,0.024295180650458548
USD-SOFRCMP-OFFSET2-3M,2019-01-09,2019-01-07,2019-04-08,0.02430348851705038
USD-SOFRCMP-OFFSET2-3M,2019-01-10,2019-01-08,2019-04-08,0.024304122474597456
USD-SOFRCMP-OFFSET2-3M,2019-01-11,2019-01-09,2019-04-09,0.024308593623064922
USD-SOFRCMP-OFFSET2-3M,2019-01-14,2019-01-10,2019-04-10,0.02430859362306048
USD-SOFRCMP-OFFSET2-3M,2019-01-15,2019-01-11,2019-04-11,0.024310829199158057
USD-SOFRCMP-OFFSET2-3M,2019-01-16,2019-01-14,2019-04-15,0.024323387620493204
USD-SOFRCMP-OFFSET2-3M,2019-01-17,2019-01-15,2019-04-15,0.024325359125671575
USD-SOFRCMP-OFFSET2-3M,2019-01-18,2019-01-16,2019-04-16,0.02432647691744716
USD-SOFRCMP-OFFSET2-3M,2019-01-21,2019-01-17,2019-04-17,0.024330948089498428
USD-SOFRCMP-OFFSET2-3M,2019-01-22,2019-01-17,2019-04-17,0.024330948089498428
USD-SOFRCMP-OFFSET2-3M,2019-01-23,2019-01-18,2019-04-18,0.024341008243395912
USD-SOFRCMP-OFFSET2-3M,2019-01-24,2019-01-22,2019-04-22,0.02437677054738785
USD-SOFRCMP-OFFSET2-3M,2019-01-25,2019-01-23,2019-04-23,0.024382359585407798
USD-SOFRCMP-OFFSET2-3M,2019-01-28,2019-01-24,2019-04-24,0.024389066442219054
USD-SOFRCMP-OFFSET2-3M,2019-01-29,2019-01-25,2019-04-25,0.024392419875281846
USD-SOFRCMP-OFFSET2-3M,2019-01-30,2019-01-28,2019-04-29,0.024415142088306713
USD-SOFRCMP-OFFSET2-3M,2019-01-31,2019-01-29,2019-04-29,0.02441924472275403
USD-SOFRCMP-OFFSET2-3M,2019-02-01,2019-01-30,2019-04-30,0.024428187280465252
USD-SOFRCMP-OFFSET2-3M,2019-02-04,2019-01-31,2019-04-30,0.024432499922491618
USD-SOFRCMP-OFFSET2-3M,2019-02-05,2019-02-01,2019-05-01,0.02445284534600024
USD-SOFRCMP-OFFSET2-3M,2019-02-06,2019-02-04,2019-05-06,0.02445936832868301
USD-SOFRCMP-OFFSET2-3M,2019-02-07,2019-02-05,2019-05-06,0.02446284156512224
USD-SOFRCMP-OFFSET2-3M,2019-02-08,2019-02-06,2019-05-06,0.0244664109380845
USD-SOFRCMP-OFFSET2-3M,2019-02-11,2019-02-07,2019-05-07,0.02447093220609886
USD-SOFRCMP-OFFSET2-3M,2019-02-12,2019-02-08,2019-05-08,0.02447771411566403
USD-SOFRCMP-OFFSET2-3M,2019-02-13,2019-02-11,2019-05-13,0.024484796390656403
USD-SOFRCMP-OFFSET2-3M,2019-02-14,2019-02-12,2019-05-13,0.02448855044718634
USD-SOFRCMP-OFFSET2-3M,2019-02-15,2019-02-13,2019-05-13,0.024493537274835272
USD-SOFRCMP-OFFSET2-3M,2019-02-18,2019-02-14,2019-05-14,0.024493537274834373
USD-SOFRCMP-OFFSET2-3M,2019-02-19,2019-02-14,2019-05-14,0.024493537274834373
USD-SOFRCMP-OFFSET2-3M,2019-02-20,2019-02-15,2019-05-15,0.02449353727483617
USD-SOFRCMP-OFFSET2-3M,2019-02-21,2019-02-19,2019-05-20,0.024495312925779444
USD-SOFRCMP-OFFSET2-3M,2019-02-22,2019-02-20,2019-05-20,0.024499244956557583
USD-SOFRCMP-OFFSET2-3M,2019-02-25,2019-02-21,2019-05-21,0.02449924495655399
USD-SOFRCMP-OFFSET2-3M,2019-02-26,2019-02-22,2019-05-22,0.02449811463074351
USD-SOFRCMP-OFFSET2-3M,2019-02-27,2019-02-25,2019-05-28,0.024466927930348208
USD-SOFRCMP-OFFSET2-3M,2019-02-28,2019-02-26,2019-05-28,0.024472638895354934
USD-SOFRCMP-OFFSET2-3M,2019-03-01,2019-02-27,2019-05-28,0.02447849436039995
USD-SOFRCMP-OFFSET2-3M,2019-03-04,2019-02-28,2019-05-28,0.024485629517431773
USD-SOFRCMP-OFFSET2-3M,2019-03-05,2019-03-01,2019-06-03,0.024478347419026478
USD-SOFRCMP-OFFSET2-3M,2019-03-06,2019-03-04,2019-06-04,0.024492077785354602
USD-SOFRCMP-OFFSET2-3M,2019-03-07,2019-03-05,2019-06-05,0.02449317147293423
USD-SOFRCMP-OFFSET2-3M,2019-03-08,2019-03-06,2019-06-06,0.02449535884868172
USD-SOFRCMP-OFFSET2-3M,2019-03-11,2019-03-07,2019-06-07,0.02449754622564823
USD-SOFRCMP-OFFSET2-3M,2019-03-12,2019-03-08,2019-06-10,0.024489052591574897
USD-SOFRCMP-OFFSET2-3M,2019-03-13,2019-03-11,2019-06-11,0.024498639914739696
USD-SOFRCMP-OFFSET2-3M,2019-03-14,2019-03-12,2019-06-12,0.024498639914742305
USD-SOFRCMP-OFFSET2-3M,2019-03-15,2019-03-13,2019-06-13,0.024496452536557637
USD-SOFRCMP-OFFSET2-3M,2019-03-18,2019-03-14,2019-06-14,0.024490984095661007
USD-SOFRCMP-OFFSET2-3M,2019-03-19,2019-03-15,2019-06-17,0.024465501999029853
USD-SOFRCMP-OFFSET2-3M,2019-03-20,2019-03-18,2019-06-18,0.02445380375149148
USD-SOFRCMP-OFFSET2-3M,2019-03-21,2019-03-19,2019-06-19,0.024451616399435477
USD-SOFRCMP-OFFSET2-3M,2019-03-22,2019-03-20,2019-06-20,0.02444505434872397
USD-SOFRCMP-OFFSET2-3M,2019-03-25,2019-03-21,2019-06-21,0.02443302395918636
USD-SOFRCMP-OFFSET2-3M,2019-03-26,2019-03-22,2019-06-24,0.02441304908555336
USD-SOFRCMP-OFFSET2-3M,2019-03-27,2019-03-25,2019-06-25,0.02441771390320859
USD-SOFRCMP-OFFSET2-3M,2019-03-28,2019-03-26,2019-06-26,0.024418807569520015
USD-SOFRCMP-OFFSET2-3M,2019-03-29,2019-03-27,2019-06-27,0.024422088569360526
USD-SOFRCMP-OFFSET2-3M,2019-04-01,2019-03-28,2019-06-28,0.024424275904407527
USD-SOFRCMP-OFFSET2-3M,2019-04-02,2019-03-29,2019-06-28,0.024423992954160565
USD-SOFRCMP-OFFSET2-3M,2019-04-03,2019-04-01,2019-07-01,0.02437424809012161
USD-SOFRCMP-OFFSET2-3M,2019-04-04,2019-04-02,2019-07-02,0.024369825705426677
USD-SOFRCMP-OFFSET2-3M,2019-04-05,2019-04-03,2019-07-03,0.02437535368015344
USD-SOFRCMP-OFFSET2-3M,2019-04-08,2019-04-04,2019-07-05,0.024400202572143388
USD-SOFRCMP-OFFSET2-3M,2019-04-09,2019-04-05,2019-07-05,0.024396339912789087
USD-SOFRCMP-OFFSET2-3M,2019-04-10,2019-04-08,2019-07-08,0.02443945251124121
USD-SOFRCMP-OFFSET2-3M,2019-04-11,2019-04-09,2019-07-09,0.024441663739812883
USD-SOFRCMP-OFFSET2-3M,2019-04-12,2019-04-10,2019-07-10,0.024441663739817276
USD-SOFRCMP-OFFSET2-3M,2019-04-15,2019-04-11,2019-07-11,0.024442769355025453
USD-SOFRCMP-OFFSET2-3M,2019-04-16,2019-04-12,2019-07-12,0.024439452507563273
USD-SOFRCMP-OFFSET2-3M,2019-04-17,2019-04-15,2019-07-15,0.024412921346173233
USD-SOFRCMP-OFFSET2-3M,2019-04-18,2019-04-16,2019-07-16,0.024411815739561256
USD-SOFRCMP-OFFSET2-3M,2019-04-23,2019-04-18,2019-07-18,0.024408498923425226
USD-SOFRCMP-OFFSET2-3M,2019-04-24,2019-04-22,2019-07-22,0.024374286934571023
USD-SOFRCMP-OFFSET2-3M,2019-04-25,2019-04-23,2019-07-23,0.024367653357457476
USD-SOFRCMP-OFFSET2-3M,2019-04-26,2019-04-24,2019-07-24,0.02436101979140146
USD-SOFRCMP-OFFSET2-3M,2019-04-29,2019-04-25,2019-07-25,0.024357703012058852
USD-SOFRCMP-OFFSET2-3M,2019-04-30,2019-04-26,2019-07-26,0.024354386236411753
USD-SOFRCMP-OFFSET2-3M,2019-05-01,2019-04-29,2019-07-29,0.02433780464253884
USD-SOFRCMP-OFFSET2-3M,2019-05-02,2019-04-30,2019-07-30,0.0243289599590372
USD-SOFRCMP-OFFSET2-3M,2019-05-03,2019-05-01,2019-08-01,0.024302928739917733
USD-SOFRCMP-OFFSET2-3M,2019-05-07,2019-05-03,2019-08-05,0.02418401585674202
USD-SOFRCMP-OFFSET2-3M,2019-05-08,2019-05-06,2019-08-06,0.02414545830522243
USD-SOFRCMP-OFFSET2-3M,2019-05-09,2019-05-07,2019-08-07,0.024111557012743944
USD-SOFRCMP-OFFSET2-3M,2019-05-10,2019-05-08,2019-08-08,0.02407437529083736
USD-SOFRCMP-OFFSET2-3M,2019-05-13,2019-05-09,2019-08-09,0.024037193909741638
USD-SOFRCMP-OFFSET2-3M,2019-05-14,2019-05-10,2019-08-12,0.02394531913614348
USD-SOFRCMP-OFFSET2-3M,2019-05-15,2019-05-13,2019-08-13,0.023910354336112175
USD-SOFRCMP-OFFSET2-3M,2019-05-16,2019-05-14,2019-08-14,0.02388629676427404
USD-SOFRCMP-OFFSET2-3M,2019-05-17,2019-05-15,2019-08-15,0.023857865270099414
USD-SOFRCMP-OFFSET2-3M,2019-05-20,2019-05-16,2019-08-16,0.02382506001882047
USD-SOFRCMP-OFFSET2-3M,2019-05-21,2019-05-17,2019-08-19,0.023741956832398662
USD-SOFRCMP-OFFSET2-3M,2019-05-22,2019-05-20,2019-08-20,0.023694947032468387
USD-SOFRCMP-OFFSET2-3M,2019-05-23,2019-05-21,2019-08-21,0.023666516920174456
USD-SOFRCMP-OFFSET2-3M,2019-05-24,2019-05-22,2019-08-22,0.023635900088769524
USD-SOFRCMP-OFFSET2-3M,2019-05-28,2019-05-23,2019-08-23,0.023605283486972228
USD-SOFRCMP-OFFSET2-3M,2019-05-29,2019-05-24,2019-08-26,0.023523622913253647
USD-SOFRCMP-OFFSET2-3M,2019-05-30,2019-05-28,2019-08-28,0.023463200298415914
USD-SOFRCMP-OFFSET2-3M,2019-05-31,2019-05-29,2019-08-29,0.02343149167288718
USD-SOFRCMP-OFFSET2-3M,2019-06-03,2019-05-30,2019-08-30,0.023400876686344767
USD-SOFRCMP-OFFSET2-3M,2019-06-04,2019-05-31,2019-08-30,0.02339273339810706
USD-SOFRCMP-OFFSET2-3M,2019-06-05,2019-06-03,2019-09-03,0.023266363930841936
USD-SOFRCMP-OFFSET2-3M,2019-06-06,2019-06-04,2019-09-04,0.023241216961098876
USD-SOFRCMP-OFFSET2-3M,2019-06-07,2019-06-05,2019-09-05,0.023221536844159306
USD-SOFRCMP-OFFSET2-3M,2019-06-10,2019-06-06,2019-09-06,0.02320076349702641
USD-SOFRCMP-OFFSET2-3M,2019-06-11,2019-06-07,2019-09-09,0.023140506955328665
USD-SOFRCMP-OFFSET2-3M,2019-06-12,2019-06-10,2019-09-10,0.023091441708474256
USD-SOFRCMP-OFFSET2-3M,2019-06-13,2019-06-11,2019-09-11,0.02306410925276595
USD-SOFRCMP-OFFSET2-3M,2019-06-14,2019-06-12,2019-09-12,0.023038963561144845
USD-SOFRCMP-OFFSET2-3M,2019-06-17,2019-06-13,2019-09-13,0.023020377728735223
USD-SOFRCMP-OFFSET2-3M,2019-06-18,2019-06-14,2019-09-16,0.0229853402923345
USD-SOFRCMP-OFFSET2-3M,2019-06-19,2019-06-17,2019-09-17,0.02297993269213278
USD-SOFRCMP-OFFSET2-3M,2019-06-20,2019-06-18,2019-09-18,0.023290420420235502
USD-SOFRCMP-OFFSET2-3M,2019-06-21,2019-06-19,2019-09-19,0.02330791407617412
USD-SOFRCMP-OFFSET2-3M,2019-06-24,2019-06-20,2019-09-20,0.023263086346247772
USD-SOFRCMP-OFFSET2-3M,2019-06-25,2019-06-21,2019-09-23,0.02311269414796509
USD-SOFRCMP-OFFSET2-3M,2019-06-26,2019-06-24,2019-09-24,0.023040068032885865
USD-SOFRCMP-OFFSET2-3M,2019-06-27,2019-06-25,2019-09-25,0.022993056822661208
USD-SOFRCMP-OFFSET2-3M,2019-06-28,2019-06-26,2019-09-26,0.022949326010916364
USD-SOFRCMP-OFFSET2-3M,2019-07-01,2019-06-27,2019-09-27,0.022885917073618135
USD-SOFRCMP-OFFSET2-3M,2019-07-02,2019-06-28,2019-09-30,0.02272425652713062
USD-SOFRCMP-OFFSET2-3M,2019-07-03,2019-07-01,2019-10-01,0.022655275282650517
USD-SOFRCMP-OFFSET2-3M,2019-07-04,2019-07-02,2019-10-02,0.022596243769575388
USD-SOFRCMP-OFFSET2-3M,2019-07-05,2019-07-02,2019-10-02,0.022596243769575388
USD-SOFRCMP-OFFSET2-3M,2019-07-08,2019-07-03,2019-10-03,0.02252409540501529
USD-SOFRCMP-OFFSET2-3M,2019-07-09,2019-07-05,2019-10-07,0.02227810585088146
USD-SOFRCMP-OFFSET2-3M,2019-07-10,2019-07-08,2019-10-08,0.022113144661478092
USD-SOFRCMP-OFFSET2-3M,2019-07-11,2019-07-09,2019-10-09,0.02204428416430156
USD-SOFRCMP-OFFSET2-3M,2019-07-12,2019-07-10,2019-10-10,0.02197870383136699
USD-SOFRCMP-OFFSET2-3M,2019-07-15,2019-07-11,2019-10-11,0.021912031622553146
USD-SOFRCMP-OFFSET2-3M,2019-07-16,2019-07-12,2019-10-15,0.021748241866970597
USD-SOFRCMP-OFFSET2-3M,2019-07-17,2019-07-15,2019-10-15,0.021683594009436202
USD-SOFRCMP-OFFSET2-3M,2019-07-18,2019-07-16,2019-10-16,0.021633320376656832
USD-SOFRCMP-OFFSET2-3M,2019-07-19,2019-07-17,2019-10-17,0.021587418963351757
USD-SOFRCMP-OFFSET2-3M,2019-07-22,2019-07-18,2019-10-18,0.021530589305094234
USD-SOFRCMP-OFFSET2-3M,2019-07-23,2019-07-19,2019-10-21,0.021412627693446526
USD-SOFRCMP-OFFSET2-3M,2019-07-24,2019-07-22,2019-10-22,0.021291278318765906
USD-SOFRCMP-OFFSET2-3M,2019-07-25,2019-07-23,2019-10-23,0.0212333600294066
USD-SOFRCMP-OFFSET2-3M,2019-07-26,2019-07-24,2019-10-24,0.021175442592672216
USD-SOFRCMP-OFFSET2-3M,2019-07-29,2019-07-25,2019-10-25,0.0211153404937658
USD-SOFRCMP-OFFSET2-3M,2019-07-30,2019-07-26,2019-10-28,0.020997622455883335
USD-SOFRCMP-OFFSET2-3M,2019-07-31,2019-07-29,2019-10-29,0.020862943680052308
USD-SOFRCMP-OFFSET2-3M,2019-08-01,2019-07-30,2019-10-30,0.020798475622679828
USD-SOFRCMP-OFFSET2-3M,2019-08-02,2019-07-31,2019-10-31,0.02073619392655418
USD-SOFRCMP-OFFSET2-3M,2019-08-05,2019-08-01,2019-11-01,0.020649875431307856
USD-SOFRCMP-OFFSET2-3M,2019-08-06,2019-08-02,2019-11-04,0.020483207964829074
USD-SOFRCMP-OFFSET2-3M,2019-08-07,2019-08-05,2019-11-05,0.020381117224670398
USD-SOFRCMP-OFFSET2-3M,2019-08-08,2019-08-06,2019-11-06,0.020321026793143217
USD-SOFRCMP-OFFSET2-3M,2019-08-09,2019-08-07,2019-11-07,0.020262029783444768
USD-SOFRCMP-OFFSET2-3M,2019-08-12,2019-08-08,2019-11-08,0.02020303364226983
USD-SOFRCMP-OFFSET2-3M,2019-08-13,2019-08-09,2019-11-12,0.020004115135581108
USD-SOFRCMP-OFFSET2-3M,2019-08-14,2019-08-12,2019-11-12,0.019964869270056466
USD-SOFRCMP-OFFSET2-3M,2019-08-15,2019-08-13,2019-11-13,0.019904785180804685
USD-SOFRCMP-OFFSET2-3M,2019-08-16,2019-08-14,2019-11-14,0.019840332395878988
USD-SOFRCMP-OFFSET2-3M,2019-08-19,2019-08-15,2019-11-15,0.01978025022585807
USD-SOFRCMP-OFFSET2-3M,2019-08-20,2019-08-16,2019-11-18,0.01963630178549082
USD-SOFRCMP-OFFSET2-3M,2019-08-21,2019-08-19,2019-11-19,0.019535579750229556
USD-SOFRCMP-OFFSET2-3M,2019-08-22,2019-08-20,2019-11-20,0.019476594521548138
USD-SOFRCMP-OFFSET2-3M,2019-08-23,2019-08-21,2019-11-21,0.019415425606241283
USD-SOFRCMP-OFFSET2-3M,2019-08-27,2019-08-23,2019-11-25,0.019230034197661592
USD-SOFRCMP-OFFSET2-3M,2019-08-28,2019-08-26,2019-11-26,0.019130364630969628
USD-SOFRCMP-OFFSET2-3M,2019-08-29,2019-08-27,2019-11-27,0.01906920105017647
USD-SOFRCMP-OFFSET2-3M,2019-08-30,2019-08-28,2019-11-29,0.018966798089319264
USD-SOFRCMP-OFFSET2-3M,2019-09-02,2019-08-29,2019-11-29,0.018941408716994887
USD-SOFRCMP-OFFSET2-3M,2019-09-03,2019-08-29,2019-11-29,0.018941408716994887
USD-SOFRCMP-OFFSET2-3M,2019-09-04,2019-08-30,2019-11-29,0.018915475121252533
USD-SOFRCMP-OFFSET2-3M,2019-09-05,2019-09-03,2019-12-03,0.018688098426644994
USD-SOFRCMP-OFFSET2-3M,2019-09-06,2019-09-04,2019-12-04,0.018619648833920546
USD-SOFRCMP-OFFSET2-3M,2019-09-09,2019-09-05,2019-12-05,0.018545680468777706
USD-SOFRCMP-OFFSET2-3M,2019-09-10,2019-09-06,2019-12-06,0.018472817465085587
USD-SOFRCMP-OFFSET2-3M,2019-09-11,2019-09-09,2019-12-09,0.018274127225078804
USD-SOFRCMP-OFFSET2-3M,2019-09-12,2019-09-10,2019-12-10,0.018212308139795037
USD-SOFRCMP-OFFSET2-3M,2019-09-13,2019-09-11,2019-12-11,0.018147178367072792
USD-SOFRCMP-OFFSET2-3M,2019-09-16,2019-09-12,2019-12-12,0.018079841927662925
USD-SOFRCMP-OFFSET2-3M,2019-09-17,2019-09-13,2019-12-13,0.018005883587764896
USD-SOFRCMP-OFFSET2-3M,2019-09-18,2019-09-16,2019-12-16,0.017787350910913734
USD-SOFRCMP-OFFSET2-3M,2019-09-19,2019-09-17,2019-12-17,0.0176979457413533
USD-SOFRCMP-OFFSET2-3M,2019-09-20,2019-09-18,2019-12-18,0.01728848927443566
USD-SOFRCMP-OFFSET2-3M,2019-09-23,2019-09-19,2019-12-19,0.01717591949551047
USD-SOFRCMP-OFFSET2-3M,2019-09-24,2019-09-20,2019-12-20,0.017129567774343244
USD-SOFRCMP-OFFSET2-3M,2019-09-25,2019-09-23,2019-12-23,0.01702032243546526
USD-SOFRCMP-OFFSET2-3M,2019-09-26,2019-09-24,2019-12-24,0.01698390455105517
USD-SOFRCMP-OFFSET2-3M,2019-09-27,2019-09-25,2019-12-26,0.016917185757751176
USD-SOFRCMP-OFFSET2-3M,2019-09-30,2019-09-26,2019-12-26,0.01688126723964833
USD-SOFRCMP-OFFSET2-3M,2019-10-01,2019-09-27,2019-12-27,0.016844850629845913
USD-SOFRCMP-OFFSET2-3M,2019-10-02,2019-09-30,2019-12-30,0.016748853709883698
USD-SOFRCMP-OFFSET2-3M,2019-10-03,2019-10-01,2020-01-02,0.01663594054566261
USD-SOFRCMP-OFFSET2-3M,2019-10-04,2019-10-02,2020-01-02,0.016611550668200314
USD-SOFRCMP-OFFSET2-3M,2019-10-07,2019-10-03,2020-01-03,0.016577713710962443
USD-SOFRCMP-OFFSET2-3M,2019-10-08,2019-10-04,2020-01-06,0.016525183676374157
USD-SOFRCMP-OFFSET2-3M,2019-10-09,2019-10-07,2020-01-07,0.016457657690069905
USD-SOFRCMP-OFFSET2-3M,2019-10-10,2019-10-08,2020-01-08,0.016428187929595387
USD-SOFRCMP-OFFSET2-3M,2019-10-11,2019-10-09,2020-01-09,0.01639544401505387
USD-SOFRCMP-OFFSET2-3M,2019-10-14,2019-10-10,2020-01-10,0.01636270037335671
USD-SOFRCMP-OFFSET2-3M,2019-10-15,2019-10-10,2020-01-10,0.01636270037335671
USD-SOFRCMP-OFFSET2-3M,2019-10-16,2019-10-11,2020-01-13,0.016313660358817365
USD-SOFRCMP-OFFSET2-3M,2019-10-17,2019-10-15,2020-01-15,0.0161979352467978
USD-SOFRCMP-OFFSET2-3M,2019-10-18,2019-10-16,2020-01-16,0.01614991385293206
USD-SOFRCMP-OFFSET2-3M,2019-10-21,2019-10-17,2020-01-17,0.016095344829890952
USD-SOFRCMP-OFFSET2-3M,2019-10-22,2019-10-18,2020-01-21,0.016032027396884946
USD-SOFRCMP-OFFSET2-3M,2019-10-23,2019-10-21,2020-01-21,0.01593927026835097
USD-SOFRCMP-OFFSET2-3M,2019-10-24,2019-10-22,2020-01-22,0.01590434778158683
USD-SOFRCMP-OFFSET2-3M,2019-10-25,2019-10-23,2020-01-23,0.01586833429721131
USD-SOFRCMP-OFFSET2-3M,2019-10-28,2019-10-24,2020-01-24,0.015832321142947376
USD-SOFRCMP-OFFSET2-3M,2019-10-29,2019-10-25,2020-01-27,0.015787048785583103
USD-SOFRCMP-OFFSET2-3M,2019-10-30,2019-10-28,2020-01-28,0.0156948288411479
USD-SOFRCMP-OFFSET2-3M,2019-10-31,2019-10-29,2020-01-29,0.01566318227136666
USD-SOFRCMP-OFFSET2-3M,2019-11-01,2019-10-30,2020-01-30,0.015632627200242093
USD-SOFRCMP-OFFSET2-3M,2019-11-04,2019-10-31,2020-01-31,0.015606437350250787
USD-SOFRCMP-OFFSET2-3M,2019-11-05,2019-11-01,2020-02-03,0.015599063710893481
USD-SOFRCMP-OFFSET2-3M,2019-11-06,2019-11-04,2020-02-04,0.01559443315619114
USD-SOFRCMP-OFFSET2-3M,2019-11-07,2019-11-05,2020-02-05,0.015598798120276102
USD-SOFRCMP-OFFSET2-3M,2019-11-08,2019-11-06,2020-02-06,0.015599889361906203
USD-SOFRCMP-OFFSET2-3M,2019-11-11,2019-11-07,2020-02-07,0.015602071846375005
USD-SOFRCMP-OFFSET2-3M,2019-11-12,2019-11-07,2020-02-07,0.015602071846375005
USD-SOFRCMP-OFFSET2-3M,2019-11-13,2019-11-08,2020-02-10,0.015609744885838847
USD-SOFRCMP-OFFSET2-3M,2019-11-14,2019-11-12,2020-02-12,0.015613005846518558
USD-SOFRCMP-OFFSET2-3M,2019-11-15,2019-11-13,2020-02-13,0.015613005846513345
USD-SOFRCMP-OFFSET2-3M,2019-11-18,2019-11-14,2020-02-14,0.01561300584651682
USD-SOFRCMP-OFFSET2-3M,2019-11-19,2019-11-15,2020-02-18,0.015620879735593942
USD-SOFRCMP-OFFSET2-3M,2019-11-20,2019-11-18,2020-02-18,0.015609709701307001
USD-SOFRCMP-OFFSET2-3M,2019-11-21,2019-11-19,2020-02-19,0.015614074682363605
USD-SOFRCMP-OFFSET2-3M,2019-11-22,2019-11-20,2020-02-20,0.015616257174719142
USD-SOFRCMP-OFFSET2-3M,2019-11-25,2019-11-21,2020-02-21,0.015619530915055352
USD-SOFRCMP-OFFSET2-3M,2019-11-26,2019-11-22,2020-02-24,0.015624697746926895
USD-SOFRCMP-OFFSET2-3M,2019-11-27,2019-11-25,2020-02-25,0.015619530915060565
USD-SOFRCMP-OFFSET2-3M,2019-11-28,2019-11-26,2020-02-26,0.015622804659036472
USD-SOFRCMP-OFFSET2-3M,2019-11-29,2019-11-26,2020-02-26,0.015622804659036472
USD-SOFRCMP-OFFSET2-3M,2019-12-02,2019-11-27,2020-02-27,0.01562716965706819
USD-SOFRCMP-OFFSET2-3M,2019-12-03,2019-11-29,2020-02-28,0.015631211204188478
USD-SOFRCMP-OFFSET2-3M,2019-12-04,2019-12-02,2020-03-02,0.015614664832784904
USD-SOFRCMP-OFFSET2-3M,2019-12-05,2019-12-03,2020-03-03,0.01561025207856046
USD-SOFRCMP-OFFSET2-3M,2019-12-06,2019-12-04,2020-03-04,0.015620180786593777
USD-SOFRCMP-OFFSET2-3M,2019-12-09,2019-12-05,2020-03-05,0.01558598180837127
USD-SOFRCMP-OFFSET2-3M,2019-12-10,2019-12-06,2020-03-06,0.015538544937647017
USD-SOFRCMP-OFFSET2-3M,2019-12-11,2019-12-09,2020-03-09,0.015389629828730477
USD-SOFRCMP-OFFSET2-3M,2019-12-12,2019-12-10,2020-03-10,0.015337782803615975
USD-SOFRCMP-OFFSET2-3M,2019-12-13,2019-12-11,2020-03-11,0.015289245783261428
USD-SOFRCMP-OFFSET2-3M,2019-12-16,2019-12-12,2020-03-12,0.015246224847249579
USD-SOFRCMP-OFFSET2-3M,2019-12-17,2019-12-13,2020-03-13,0.015209822901008955
USD-SOFRCMP-OFFSET2-3M,2019-12-18,2019-12-16,2020-03-16,0.015064228947005695
USD-SOFRCMP-OFFSET2-3M,2019-12-19,2019-12-17,2020-03-17,0.014914216055040511
USD-SOFRCMP-OFFSET2-3M,2019-12-20,2019-12-18,2020-03-18,0.01480391637974743
USD-SOFRCMP-OFFSET2-3M,2019-12-23,2019-12-19,2020-03-19,0.014646192181426588
USD-SOFRCMP-OFFSET2-3M,2019-12-24,2019-12-20,2020-03-20,0.014484062557550841
USD-SOFRCMP-OFFSET2-3M,2019-12-27,2019-12-24,2020-03-24,0.01382570703491741
USD-SOFRCMP-OFFSET2-3M,2019-12-30,2019-12-26,2020-03-26,0.013492707200135502
USD-SOFRCMP-OFFSET2-3M,2019-12-31,2019-12-27,2020-03-27,0.013326214219799433
USD-SOFRCMP-OFFSET2-3M,2020-01-02,2019-12-30,2020-03-30,0.012823491428720916
USD-SOFRCMP-OFFSET2-3M,2020-01-03,2019-12-31,2020-03-31,0.012654821777515805
USD-SOFRCMP-OFFSET2-3M,2020-01-06,2020-01-02,2020-04-02,0.012315306785062515
USD-SOFRCMP-OFFSET2-3M,2020-01-07,2020-01-03,2020-04-03,0.01214665873078385
USD-SOFRCMP-OFFSET2-3M,2020-01-08,2020-01-06,2020-04-06,0.011637473371660668
USD-SOFRCMP-OFFSET2-3M,2020-01-09,2020-01-07,2020-04-07,0.011467752084624833
USD-SOFRCMP-OFFSET2-3M,2020-01-10,2020-01-08,2020-04-08,0.011296936065883272
USD-SOFRCMP-OFFSET2-3M,2020-01-13,2020-01-09,2020-04-09,0.011127229345648828
USD-SOFRCMP-OFFSET2-3M,2020-01-14,2020-01-10,2020-04-13,0.010611021812526197
USD-SOFRCMP-OFFSET2-3M,2020-01-15,2020-01-13,2020-04-13,0.010448497109902078
USD-SOFRCMP-OFFSET2-3M,2020-01-16,2020-01-14,2020-04-14,0.010281030147965584
USD-SOFRCMP-OFFSET2-3M,2020-01-17,2020-01-15,2020-04-15,0.01011687543158648
USD-SOFRCMP-OFFSET2-3M,2020-01-20,2020-01-16,2020-04-16,0.009948320900280038
