Reference, FixingDate, EffectiveDate, MaturityDate, Value
USD-SOFRCMP-OFFSET2-3M,2015-12-10,2015-12-08,2016-03-08,0.003597197462983346
USD-SOFRCMP-OFFSET2-3M,2015-12-11,2015-12-09,2016-03-09,0.0036158956801372985
USD-SOFRCMP-OFFSET2-3M,2015-12-14,2015-12-10,2016-03-10,0.0036301943763581935
USD-SOFRCMP-OFFSET2-3M,2015-12-15,2015-12-11,2016-03-11,0.003648892744131004
USD-SOFRCMP-OFFSET2-3M,2015-12-16,2015-12-14,2016-03-14,0.003718186502811927
USD-SOFRCMP-OFFSET2-3M,2015-12-17,2015-12-15,2016-03-15,0.003741285019069432
USD-SOFRCMP-OFFSET2-3M,2015-12-18,2015-12-16,2016-03-16,0.0037621837637102063
USD-SOFRCMP-OFFSET2-3M,2015-12-21,2015-12-17,2016-03-17,0.003775383025847987
USD-SOFRCMP-OFFSET2-3M,2015-12-22,2015-12-18,2016-03-18,0.0037797827847840682
USD-SOFRCMP-OFFSET2-3M,2015-12-23,2015-12-21,2016-03-21,0.0037797827847796763
USD-SOFRCMP-OFFSET2-3M,2015-12-24,2015-12-22,2016-03-22,0.003779782784781433
USD-SOFRCMP-OFFSET2-3M,2015-12-29,2015-12-24,2016-03-24,0.0037808827272657808
USD-SOFRCMP-OFFSET2-3M,2015-12-30,2015-12-28,2016-03-28,0.0037940816447658366
USD-SOFRCMP-OFFSET2-3M,2015-12-31,2015-12-29,2016-03-29,0.0037940816447640797
USD-SOFRCMP-OFFSET2-3M,2016-01-04,2015-12-30,2016-03-30,0.0037918817591927893
USD-SOFRCMP-OFFSET2-3M,2016-01-05,2015-12-31,2016-03-31,0.0037918817591892757
USD-SOFRCMP-OFFSET2-3M,2016-01-06,2016-01-04,2016-04-04,0.0037720851097714954
USD-SOFRCMP-OFFSET2-3M,2016-01-07,2016-01-05,2016-04-05,0.003773185047667865
USD-SOFRCMP-OFFSET2-3M,2016-01-08,2016-01-06,2016-04-06,0.0037731850476713786
USD-SOFRCMP-OFFSET2-3M,2016-01-11,2016-01-07,2016-04-07,0.003768785297289334
USD-SOFRCMP-OFFSET2-3M,2016-01-12,2016-01-08,2016-04-08,0.0037676853603038846
USD-SOFRCMP-OFFSET2-3M,2016-01-13,2016-01-11,2016-04-11,0.003764385616261043
USD-SOFRCMP-OFFSET2-3M,2016-01-14,2016-01-12,2016-04-12,0.0037632856808049197
USD-SOFRCMP-OFFSET2-3M,2016-01-15,2016-01-13,2016-04-13,0.003762185745351431
USD-SOFRCMP-OFFSET2-3M,2016-01-18,2016-01-14,2016-04-14,0.0037621857453470392
USD-SOFRCMP-OFFSET2-3M,2016-01-19,2016-01-14,2016-04-14,0.0037621857453470392
USD-SOFRCMP-OFFSET2-3M,2016-01-20,2016-01-15,2016-04-15,0.0037610858101974837
USD-SOFRCMP-OFFSET2-3M,2016-01-21,2016-01-19,2016-04-19,0.0037632869316355675
USD-SOFRCMP-OFFSET2-3M,2016-01-22,2016-01-20,2016-04-20,0.0037566873207268143
USD-SOFRCMP-OFFSET2-3M,2016-01-25,2016-01-21,2016-04-21,0.0037467879263623515
USD-SOFRCMP-OFFSET2-3M,2016-01-26,2016-01-22,2016-04-22,0.0037335887742069233
USD-SOFRCMP-OFFSET2-3M,2016-01-27,2016-01-25,2016-04-25,0.0036939925826075326
USD-SOFRCMP-OFFSET2-3M,2016-01-28,2016-01-26,2016-04-26,0.0036851932627159035
USD-SOFRCMP-OFFSET2-3M,2016-01-29,2016-01-27,2016-04-27,0.003675294047081438
USD-SOFRCMP-OFFSET2-3M,2016-02-01,2016-01-28,2016-04-28,0.0036642949460958247
USD-SOFRCMP-OFFSET2-3M,2016-02-02,2016-01-29,2016-04-29,0.0036499961624837365
USD-SOFRCMP-OFFSET2-3M,2016-02-03,2016-02-01,2016-05-02,0.003607101050820631
USD-SOFRCMP-OFFSET2-3M,2016-02-04,2016-02-02,2016-05-02,0.0036026954769941
USD-SOFRCMP-OFFSET2-3M,2016-02-05,2016-02-03,2016-05-03,0.0035915744819625672
USD-SOFRCMP-OFFSET2-3M,2016-02-08,2016-02-04,2016-05-04,0.003581565614233284
USD-SOFRCMP-OFFSET2-3M,2016-02-09,2016-02-05,2016-05-05,0.00357155677152754
USD-SOFRCMP-OFFSET2-3M,2016-02-10,2016-02-08,2016-05-09,0.0035521071749375936
USD-SOFRCMP-OFFSET2-3M,2016-02-11,2016-02-09,2016-05-09,0.003549315345219739
USD-SOFRCMP-OFFSET2-3M,2016-02-12,2016-02-10,2016-05-10,0.0035459790893392906
USD-SOFRCMP-OFFSET2-3M,2016-02-15,2016-02-11,2016-05-11,0.0035404186705925156
USD-SOFRCMP-OFFSET2-3M,2016-02-16,2016-02-11,2016-05-11,0.0035404186705925156
USD-SOFRCMP-OFFSET2-3M,2016-02-17,2016-02-12,2016-05-12,0.003534858259574669
USD-SOFRCMP-OFFSET2-3M,2016-02-18,2016-02-16,2016-05-16,0.003512618522942823
USD-SOFRCMP-OFFSET2-3M,2016-02-19,2016-02-17,2016-05-17,0.003509282300425909
USD-SOFRCMP-OFFSET2-3M,2016-02-22,2016-02-18,2016-05-18,0.0035059460797555175
USD-SOFRCMP-OFFSET2-3M,2016-02-23,2016-02-19,2016-05-19,0.003499273643984502
USD-SOFRCMP-OFFSET2-3M,2016-02-24,2016-02-22,2016-05-23,0.0034575213772555027
USD-SOFRCMP-OFFSET2-3M,2016-02-25,2016-02-23,2016-05-23,0.003455903722409559
USD-SOFRCMP-OFFSET2-3M,2016-02-26,2016-02-24,2016-05-24,0.003448119296179719
USD-SOFRCMP-OFFSET2-3M,2016-02-29,2016-02-25,2016-05-25,0.0034436710649723423
USD-SOFRCMP-OFFSET2-3M,2016-03-01,2016-02-26,2016-05-26,0.0034336625586641745
USD-SOFRCMP-OFFSET2-3M,2016-03-02,2016-02-29,2016-05-31,0.003392742187181118
USD-SOFRCMP-OFFSET2-3M,2016-03-03,2016-03-01,2016-06-01,0.003387302752860762
USD-SOFRCMP-OFFSET2-3M,2016-03-04,2016-03-02,2016-06-02,0.0033862148660053796
USD-SOFRCMP-OFFSET2-3M,2016-03-07,2016-03-03,2016-06-03,0.003385126979444544
USD-SOFRCMP-OFFSET2-3M,2016-03-08,2016-03-04,2016-06-06,0.0033823110459378016
USD-SOFRCMP-OFFSET2-3M,2016-03-09,2016-03-07,2016-06-07,0.0033796876146364105
USD-SOFRCMP-OFFSET2-3M,2016-03-10,2016-03-08,2016-06-08,0.0033818633847300687
USD-SOFRCMP-OFFSET2-3M,2016-03-11,2016-03-09,2016-06-09,0.0033862149273484843
USD-SOFRCMP-OFFSET2-3M,2016-03-14,2016-03-10,2016-06-10,0.003391654364682082
USD-SOFRCMP-OFFSET2-3M,2016-03-15,2016-03-11,2016-06-13,0.0034099945347659216
USD-SOFRCMP-OFFSET2-3M,2016-03-16,2016-03-14,2016-06-14,0.0034101482153155956
USD-SOFRCMP-OFFSET2-3M,2016-03-17,2016-03-15,2016-06-15,0.0034123240011253784
USD-SOFRCMP-OFFSET2-3M,2016-03-18,2016-03-16,2016-06-16,0.003414499785726562
USD-SOFRCMP-OFFSET2-3M,2016-03-21,2016-03-17,2016-06-17,0.0034210271486045944
USD-SOFRCMP-OFFSET2-3M,2016-03-22,2016-03-18,2016-06-20,0.003439807743233834
USD-SOFRCMP-OFFSET2-3M,2016-03-23,2016-03-21,2016-06-21,0.003446048348209873
USD-SOFRCMP-OFFSET2-3M,2016-03-24,2016-03-22,2016-06-22,0.0034569273951271084
USD-SOFRCMP-OFFSET2-3M,2016-03-29,2016-03-24,2016-06-24,0.0034950042753985155
USD-SOFRCMP-OFFSET2-3M,2016-03-30,2016-03-28,2016-06-28,0.0035765983647678933
USD-SOFRCMP-OFFSET2-3M,2016-03-31,2016-03-29,2016-06-29,0.003595093319902246
USD-SOFRCMP-OFFSET2-3M,2016-04-01,2016-03-30,2016-06-30,0.00360706070033062
USD-SOFRCMP-OFFSET2-3M,2016-04-04,2016-03-31,2016-06-30,0.0036082021117984082
USD-SOFRCMP-OFFSET2-3M,2016-04-05,2016-04-01,2016-07-01,0.003631299813246594
USD-SOFRCMP-OFFSET2-3M,2016-04-06,2016-04-04,2016-07-05,0.003665807586298647
USD-SOFRCMP-OFFSET2-3M,2016-04-07,2016-04-05,2016-07-05,0.0036653941733790873
USD-SOFRCMP-OFFSET2-3M,2016-04-08,2016-04-06,2016-07-06,0.00367089371623273
USD-SOFRCMP-OFFSET2-3M,2016-04-11,2016-04-07,2016-07-07,0.003673093537040002
USD-SOFRCMP-OFFSET2-3M,2016-04-12,2016-04-08,2016-07-08,0.003677493179874669
USD-SOFRCMP-OFFSET2-3M,2016-04-13,2016-04-11,2016-07-11,0.0037038905529471417
USD-SOFRCMP-OFFSET2-3M,2016-04-14,2016-04-12,2016-07-12,0.003709390147736383
USD-SOFRCMP-OFFSET2-3M,2016-04-15,2016-04-13,2016-07-13,0.0037137898309018654
USD-SOFRCMP-OFFSET2-3M,2016-04-18,2016-04-14,2016-07-14,0.003715989674316987
USD-SOFRCMP-OFFSET2-3M,2016-04-19,2016-04-15,2016-07-15,0.0037203893648181403
USD-SOFRCMP-OFFSET2-3M,2016-04-20,2016-04-18,2016-07-18,0.0037269887575761213
USD-SOFRCMP-OFFSET2-3M,2016-04-21,2016-04-19,2016-07-19,0.0037269887575761213
USD-SOFRCMP-OFFSET2-3M,2016-04-22,2016-04-20,2016-07-20,0.0037302885382832604
USD-SOFRCMP-OFFSET2-3M,2016-04-25,2016-04-21,2016-07-21,0.0037324883945303155
USD-SOFRCMP-OFFSET2-3M,2016-04-26,2016-04-22,2016-07-22,0.003739087968776527
USD-SOFRCMP-OFFSET2-3M,2016-04-27,2016-04-25,2016-07-25,0.003742387688988761
USD-SOFRCMP-OFFSET2-3M,2016-04-28,2016-04-26,2016-07-26,0.0037456874816098862
USD-SOFRCMP-OFFSET2-3M,2016-04-29,2016-04-27,2016-07-27,0.0037500872112155833
USD-SOFRCMP-OFFSET2-3M,2016-05-03,2016-04-29,2016-07-29,0.00376438636726909
USD-SOFRCMP-OFFSET2-3M,2016-05-04,2016-05-02,2016-08-02,0.0038039799261292274
USD-SOFRCMP-OFFSET2-3M,2016-05-05,2016-05-03,2016-08-03,0.003814859967296363
USD-SOFRCMP-OFFSET2-3M,2016-05-06,2016-05-04,2016-08-04,0.0038246520288188614
USD-SOFRCMP-OFFSET2-3M,2016-05-09,2016-05-05,2016-08-05,0.0038355321243824844
USD-SOFRCMP-OFFSET2-3M,2016-05-10,2016-05-06,2016-08-08,0.0038497627083712363
USD-SOFRCMP-OFFSET2-3M,2016-05-11,2016-05-09,2016-08-09,0.0038594680178949408
USD-SOFRCMP-OFFSET2-3M,2016-05-12,2016-05-10,2016-08-10,0.0038594680178897275
USD-SOFRCMP-OFFSET2-3M,2016-05-13,2016-05-11,2016-08-11,0.0038594680178940717
USD-SOFRCMP-OFFSET2-3M,2016-05-16,2016-05-12,2016-08-12,0.0038627320719463324
USD-SOFRCMP-OFFSET2-3M,2016-05-17,2016-05-13,2016-08-15,0.0038710601980001262
USD-SOFRCMP-OFFSET2-3M,2016-05-18,2016-05-16,2016-08-16,0.0038855801792394276
USD-SOFRCMP-OFFSET2-3M,2016-05-19,2016-05-17,2016-08-17,0.0038877562279693305
USD-SOFRCMP-OFFSET2-3M,2016-05-20,2016-05-18,2016-08-18,0.00388993227850909
USD-SOFRCMP-OFFSET2-3M,2016-05-23,2016-05-19,2016-08-19,0.003896460439209799
USD-SOFRCMP-OFFSET2-3M,2016-05-24,2016-05-20,2016-08-22,0.003909396246724559
USD-SOFRCMP-OFFSET2-3M,2016-05-25,2016-05-23,2016-08-23,0.003939981087405473
USD-SOFRCMP-OFFSET2-3M,2016-05-26,2016-05-24,2016-08-24,0.003944333259817497
USD-SOFRCMP-OFFSET2-3M,2016-05-27,2016-05-25,2016-08-25,0.003947597387313617
USD-SOFRCMP-OFFSET2-3M,2016-05-31,2016-05-26,2016-08-26,0.003954125654994838
USD-SOFRCMP-OFFSET2-3M,2016-06-01,2016-05-27,2016-08-29,0.003966900957555109
USD-SOFRCMP-OFFSET2-3M,2016-06-02,2016-05-31,2016-08-31,0.0040237610068700365
USD-SOFRCMP-OFFSET2-3M,2016-06-03,2016-06-01,2016-09-01,0.004035729707069659
USD-SOFRCMP-OFFSET2-3M,2016-06-06,2016-06-02,2016-09-02,0.004045522312606556
USD-SOFRCMP-OFFSET2-3M,2016-06-07,2016-06-03,2016-09-06,0.004054751262947526
USD-SOFRCMP-OFFSET2-3M,2016-06-08,2016-06-06,2016-09-06,0.0040759863613319385
USD-SOFRCMP-OFFSET2-3M,2016-06-09,2016-06-07,2016-09-07,0.004081426752135882
USD-SOFRCMP-OFFSET2-3M,2016-06-10,2016-06-08,2016-09-08,0.0040803386727658
USD-SOFRCMP-OFFSET2-3M,2016-06-13,2016-06-09,2016-09-09,0.004080338672770144
USD-SOFRCMP-OFFSET2-3M,2016-06-14,2016-06-10,2016-09-12,0.00408830156203663
USD-SOFRCMP-OFFSET2-3M,2016-06-15,2016-06-13,2016-09-13,0.004090131236589976
USD-SOFRCMP-OFFSET2-3M,2016-06-16,2016-06-14,2016-09-14,0.0040901312365925835
USD-SOFRCMP-OFFSET2-3M,2016-06-17,2016-06-15,2016-09-15,0.004092307398958543
USD-SOFRCMP-OFFSET2-3M,2016-06-20,2016-06-16,2016-09-16,0.0040923073989602805
USD-SOFRCMP-OFFSET2-3M,2016-06-21,2016-06-17,2016-09-19,0.004077652243819583
USD-SOFRCMP-OFFSET2-3M,2016-06-22,2016-06-20,2016-09-20,0.004070546112572631
USD-SOFRCMP-OFFSET2-3M,2016-06-23,2016-06-21,2016-09-21,0.0040651057353717195
USD-SOFRCMP-OFFSET2-3M,2016-06-24,2016-06-22,2016-09-22,0.004058577293598453
USD-SOFRCMP-OFFSET2-3M,2016-06-27,2016-06-23,2016-09-23,0.004050960795128272
USD-SOFRCMP-OFFSET2-3M,2016-06-28,2016-06-24,2016-09-26,0.004049963469315736
USD-SOFRCMP-OFFSET2-3M,2016-06-29,2016-06-27,2016-09-27,0.004005263309396285
USD-SOFRCMP-OFFSET2-3M,2016-06-30,2016-06-28,2016-09-28,0.004000911103140029
USD-SOFRCMP-OFFSET2-3M,2016-07-01,2016-06-29,2016-09-29,0.004010703564501819
USD-SOFRCMP-OFFSET2-3M,2016-07-04,2016-06-30,2016-09-30,0.00403355273622346
USD-SOFRCMP-OFFSET2-3M,2016-07-05,2016-06-30,2016-09-30,0.00403355273622346
USD-SOFRCMP-OFFSET2-3M,2016-07-06,2016-07-01,2016-10-03,0.004164973644957542
USD-SOFRCMP-OFFSET2-3M,2016-07-07,2016-07-05,2016-10-05,0.004159766101025521
USD-SOFRCMP-OFFSET2-3M,2016-07-08,2016-07-06,2016-10-06,0.004170647100250637
USD-SOFRCMP-OFFSET2-3M,2016-07-11,2016-07-07,2016-10-07,0.0041793519334813916
USD-SOFRCMP-OFFSET2-3M,2016-07-12,2016-07-08,2016-10-11,0.004174875475194695
USD-SOFRCMP-OFFSET2-3M,2016-07-13,2016-07-11,2016-10-11,0.004170645879501918
USD-SOFRCMP-OFFSET2-3M,2016-07-14,2016-07-12,2016-10-12,0.004165205366290672
USD-SOFRCMP-OFFSET2-3M,2016-07-15,2016-07-13,2016-10-13,0.004163029162819332
USD-SOFRCMP-OFFSET2-3M,2016-07-18,2016-07-14,2016-10-14,0.004165205365685939
USD-SOFRCMP-OFFSET2-3M,2016-07-19,2016-07-15,2016-10-17,0.004156455272533934
USD-SOFRCMP-OFFSET2-3M,2016-07-20,2016-07-18,2016-10-18,0.004156500777573892
USD-SOFRCMP-OFFSET2-3M,2016-07-21,2016-07-19,2016-10-19,0.00415432457773443
USD-SOFRCMP-OFFSET2-3M,2016-07-22,2016-07-20,2016-10-20,0.0041499721768364795
USD-SOFRCMP-OFFSET2-3M,2016-07-25,2016-07-21,2016-10-21,0.0041499721768364795
USD-SOFRCMP-OFFSET2-3M,2016-07-26,2016-07-22,2016-10-24,0.004117052175665189
USD-SOFRCMP-OFFSET2-3M,2016-07-27,2016-07-25,2016-10-25,0.004123858359004871
USD-SOFRCMP-OFFSET2-3M,2016-07-28,2016-07-26,2016-10-26,0.004122770267548805
USD-SOFRCMP-OFFSET2-3M,2016-07-29,2016-07-27,2016-10-27,0.004127122633386104
USD-SOFRCMP-OFFSET2-3M,2016-08-01,2016-07-28,2016-10-28,0.0041325630952141045
USD-SOFRCMP-OFFSET2-3M,2016-08-02,2016-07-29,2016-10-31,0.004122377055741638
USD-SOFRCMP-OFFSET2-3M,2016-08-03,2016-08-01,2016-11-01,0.004121682607992471
USD-SOFRCMP-OFFSET2-3M,2016-08-04,2016-08-02,2016-11-02,0.0041151540737410066
USD-SOFRCMP-OFFSET2-3M,2016-08-05,2016-08-03,2016-11-03,0.004108625548558808
USD-SOFRCMP-OFFSET2-3M,2016-08-08,2016-08-04,2016-11-04,0.0041086255485553325
USD-SOFRCMP-OFFSET2-3M,2016-08-09,2016-08-05,2016-11-07,0.004098948213949903
USD-SOFRCMP-OFFSET2-3M,2016-08-10,2016-08-08,2016-11-08,0.004092304506711232
USD-SOFRCMP-OFFSET2-3M,2016-08-11,2016-08-09,2016-11-09,0.004089040260443163
USD-SOFRCMP-OFFSET2-3M,2016-08-12,2016-08-10,2016-11-10,0.0040901283422330485
USD-SOFRCMP-OFFSET2-3M,2016-08-15,2016-08-11,2016-11-14,0.00408846670853155
USD-SOFRCMP-OFFSET2-3M,2016-08-16,2016-08-12,2016-11-14,0.004091492315325448
USD-SOFRCMP-OFFSET2-3M,2016-08-17,2016-08-15,2016-11-15,0.004087950874209767
USD-SOFRCMP-OFFSET2-3M,2016-08-18,2016-08-16,2016-11-16,0.004080334316509574
USD-SOFRCMP-OFFSET2-3M,2016-08-19,2016-08-17,2016-11-17,0.004070541615783603
USD-SOFRCMP-OFFSET2-3M,2016-08-22,2016-08-18,2016-11-18,0.004058572785941596
USD-SOFRCMP-OFFSET2-3M,2016-08-23,2016-08-19,2016-11-21,0.004015881948792534
USD-SOFRCMP-OFFSET2-3M,2016-08-24,2016-08-22,2016-11-22,0.004000906087818827
USD-SOFRCMP-OFFSET2-3M,2016-08-25,2016-08-23,2016-11-23,0.003991113569339248
USD-SOFRCMP-OFFSET2-3M,2016-08-26,2016-08-24,2016-11-25,0.003971878214194588
USD-SOFRCMP-OFFSET2-3M,2016-08-30,2016-08-26,2016-11-28,0.003942402649896019
USD-SOFRCMP-OFFSET2-3M,2016-08-31,2016-08-29,2016-11-29,0.003929095408130965
USD-SOFRCMP-OFFSET2-3M,2016-09-01,2016-08-30,2016-11-30,0.003916038970703227
USD-SOFRCMP-OFFSET2-3M,2016-09-02,2016-08-31,2016-11-30,0.003916172797925125
USD-SOFRCMP-OFFSET2-3M,2016-09-05,2016-09-01,2016-12-01,0.0038952732754072472
USD-SOFRCMP-OFFSET2-3M,2016-09-06,2016-09-01,2016-12-01,0.0038952732754072472
USD-SOFRCMP-OFFSET2-3M,2016-09-07,2016-09-02,2016-12-02,0.003876573785736258
USD-SOFRCMP-OFFSET2-3M,2016-09-08,2016-09-06,2016-12-06,0.0038105787363303008
USD-SOFRCMP-OFFSET2-3M,2016-09-09,2016-09-07,2016-12-07,0.0037951794731329513
USD-SOFRCMP-OFFSET2-3M,2016-09-12,2016-09-08,2016-12-08,0.0037852799715355845
USD-SOFRCMP-OFFSET2-3M,2016-09-13,2016-09-09,2016-12-09,0.0037720806800779607
USD-SOFRCMP-OFFSET2-3M,2016-09-14,2016-09-12,2016-12-12,0.003732483905597134
USD-SOFRCMP-OFFSET2-3M,2016-09-15,2016-09-13,2016-12-13,0.0037214846488108737
USD-SOFRCMP-OFFSET2-3M,2016-09-16,2016-09-14,2016-12-14,0.00370828557733201
USD-SOFRCMP-OFFSET2-3M,2016-09-19,2016-09-15,2016-12-15,0.0036928867119351344
USD-SOFRCMP-OFFSET2-3M,2016-09-20,2016-09-16,2016-12-16,0.0037016860244796735
USD-SOFRCMP-OFFSET2-3M,2016-09-21,2016-09-19,2016-12-19,0.003747881632609678
USD-SOFRCMP-OFFSET2-3M,2016-09-22,2016-09-20,2016-12-20,0.0037643806048622747
USD-SOFRCMP-OFFSET2-3M,2016-09-23,2016-09-21,2016-12-21,0.00377977971406764
USD-SOFRCMP-OFFSET2-3M,2016-09-26,2016-09-22,2016-12-22,0.003792979001860503
USD-SOFRCMP-OFFSET2-3M,2016-09-27,2016-09-23,2016-12-23,0.003805078385973143
USD-SOFRCMP-OFFSET2-3M,2016-09-28,2016-09-26,2016-12-27,0.0038409642122802395
USD-SOFRCMP-OFFSET2-3M,2016-09-29,2016-09-27,2016-12-27,0.0038358740455858653
USD-SOFRCMP-OFFSET2-3M,2016-09-30,2016-09-28,2016-12-28,0.003833674145344112
USD-SOFRCMP-OFFSET2-3M,2016-10-03,2016-09-29,2016-12-29,0.0038226746808057944
USD-SOFRCMP-OFFSET2-3M,2016-10-04,2016-09-30,2016-12-30,0.003801775791068777
USD-SOFRCMP-OFFSET2-3M,2016-10-05,2016-10-03,2017-01-03,0.003678858110837076
USD-SOFRCMP-OFFSET2-3M,2016-10-06,2016-10-04,2017-01-04,0.0036842979349708312
USD-SOFRCMP-OFFSET2-3M,2016-10-07,2016-10-05,2017-01-05,0.0036842979349734377
USD-SOFRCMP-OFFSET2-3M,2016-10-10,2016-10-06,2017-01-06,0.00368756182945595
USD-SOFRCMP-OFFSET2-3M,2016-10-11,2016-10-06,2017-01-06,0.00368756182945595
USD-SOFRCMP-OFFSET2-3M,2016-10-12,2016-10-07,2017-01-09,0.003731557286789254
USD-SOFRCMP-OFFSET2-3M,2016-10-13,2016-10-11,2017-01-11,0.00374957678292581
USD-SOFRCMP-OFFSET2-3M,2016-10-14,2016-10-12,2017-01-12,0.003765896590784823
USD-SOFRCMP-OFFSET2-3M,2016-10-17,2016-10-13,2017-01-13,0.003782216462121754
USD-SOFRCMP-OFFSET2-3M,2016-10-18,2016-10-14,2017-01-17,0.0038524327633627374
USD-SOFRCMP-OFFSET2-3M,2016-10-19,2016-10-17,2017-01-17,0.003854020483403616
USD-SOFRCMP-OFFSET2-3M,2016-10-20,2016-10-18,2017-01-18,0.003874692768284034
USD-SOFRCMP-OFFSET2-3M,2016-10-21,2016-10-19,2017-01-19,0.003904069368967367
USD-SOFRCMP-OFFSET2-3M,2016-10-24,2016-10-20,2017-01-20,0.003928006071165985
USD-SOFRCMP-OFFSET2-3M,2016-10-25,2016-10-21,2017-01-23,0.003973282948432154
USD-SOFRCMP-OFFSET2-3M,2016-10-26,2016-10-24,2017-01-24,0.004019400522035957
USD-SOFRCMP-OFFSET2-3M,2016-10-27,2016-10-25,2017-01-25,0.004038985646017679
USD-SOFRCMP-OFFSET2-3M,2016-10-28,2016-10-26,2017-01-26,0.004059658941550528
USD-SOFRCMP-OFFSET2-3M,2016-10-31,2016-10-27,2017-01-27,0.00407598003234417
USD-SOFRCMP-OFFSET2-3M,2016-11-01,2016-10-28,2017-01-30,0.0041191780348934165
USD-SOFRCMP-OFFSET2-3M,2016-11-02,2016-10-31,2017-01-31,0.004148880270164444
USD-SOFRCMP-OFFSET2-3M,2016-11-03,2016-11-01,2017-02-01,0.004167377902028938
USD-SOFRCMP-OFFSET2-3M,2016-11-04,2016-11-02,2017-02-02,0.004190228076537128
USD-SOFRCMP-OFFSET2-3M,2016-11-07,2016-11-03,2017-02-03,0.004211990280482113
USD-SOFRCMP-OFFSET2-3M,2016-11-08,2016-11-04,2017-02-06,0.004252298959088835
USD-SOFRCMP-OFFSET2-3M,2016-11-09,2016-11-07,2017-02-07,0.004278364375674343
USD-SOFRCMP-OFFSET2-3M,2016-11-10,2016-11-08,2017-02-08,0.00429577452571164
USD-SOFRCMP-OFFSET2-3M,2016-11-11,2016-11-09,2017-02-09,0.004314272897472974
USD-SOFRCMP-OFFSET2-3M,2016-11-14,2016-11-09,2017-02-09,0.004314272897472974
USD-SOFRCMP-OFFSET2-3M,2016-11-15,2016-11-10,2017-02-10,0.00433494763441803
USD-SOFRCMP-OFFSET2-3M,2016-11-16,2016-11-14,2017-02-14,0.0043991489273756046
USD-SOFRCMP-OFFSET2-3M,2016-11-17,2016-11-15,2017-02-15,0.004417647782159256
USD-SOFRCMP-OFFSET2-3M,2016-11-18,2016-11-16,2017-02-16,0.0044404994229032746
USD-SOFRCMP-OFFSET2-3M,2016-11-21,2016-11-17,2017-02-17,0.004463351215995861
USD-SOFRCMP-OFFSET2-3M,2016-11-22,2016-11-18,2017-02-21,0.0045078763156801175
USD-SOFRCMP-OFFSET2-3M,2016-11-23,2016-11-21,2017-02-21,0.004566726052893414
USD-SOFRCMP-OFFSET2-3M,2016-11-24,2016-11-22,2017-02-22,0.004592843265635462
USD-SOFRCMP-OFFSET2-3M,2016-11-25,2016-11-22,2017-02-22,0.004592843265635462
USD-SOFRCMP-OFFSET2-3M,2016-11-28,2016-11-23,2017-02-23,0.004620048884494917
USD-SOFRCMP-OFFSET2-3M,2016-11-29,2016-11-25,2017-02-27,0.004682577872461243
USD-SOFRCMP-OFFSET2-3M,2016-11-30,2016-11-28,2017-02-28,0.004751725212749021
USD-SOFRCMP-OFFSET2-3M,2016-12-01,2016-11-29,2017-02-28,0.004775336056217568
USD-SOFRCMP-OFFSET2-3M,2016-12-02,2016-11-30,2017-02-28,0.0047994717939952025
USD-SOFRCMP-OFFSET2-3M,2016-12-05,2016-12-01,2017-03-01,0.004828395128809504
USD-SOFRCMP-OFFSET2-3M,2016-12-06,2016-12-02,2017-03-02,0.0048550937919520365
USD-SOFRCMP-OFFSET2-3M,2016-12-07,2016-12-05,2017-03-06,0.0049392698356145555
USD-SOFRCMP-OFFSET2-3M,2016-12-08,2016-12-06,2017-03-06,0.004965225862710199
USD-SOFRCMP-OFFSET2-3M,2016-12-09,2016-12-07,2017-03-07,0.004993037920361765
USD-SOFRCMP-OFFSET2-3M,2016-12-12,2016-12-08,2017-03-08,0.0050197376811160765
USD-SOFRCMP-OFFSET2-3M,2016-12-13,2016-12-09,2017-03-09,0.005046437619867561
USD-SOFRCMP-OFFSET2-3M,2016-12-14,2016-12-12,2017-03-13,0.0051120131510142075
USD-SOFRCMP-OFFSET2-3M,2016-12-15,2016-12-13,2017-03-13,0.005135437168495294
USD-SOFRCMP-OFFSET2-3M,2016-12-16,2016-12-14,2017-03-14,0.005159912805796196
USD-SOFRCMP-OFFSET2-3M,2016-12-19,2016-12-15,2017-03-15,0.0051888387518195245
USD-SOFRCMP-OFFSET2-3M,2016-12-20,2016-12-16,2017-03-16,0.005192176362825762
USD-SOFRCMP-OFFSET2-3M,2016-12-21,2016-12-19,2017-03-20,0.005299066607919035
USD-SOFRCMP-OFFSET2-3M,2016-12-22,2016-12-20,2017-03-20,0.005302315926949852
USD-SOFRCMP-OFFSET2-3M,2016-12-23,2016-12-21,2017-03-21,0.005332355293798052
USD-SOFRCMP-OFFSET2-3M,2016-12-28,2016-12-23,2017-03-23,0.005396885083766456
USD-SOFRCMP-OFFSET2-3M,2016-12-29,2016-12-27,2017-03-27,0.005515933192123512
USD-SOFRCMP-OFFSET2-3M,2016-12-30,2016-12-28,2017-03-28,0.005542636245968069
USD-SOFRCMP-OFFSET2-3M,2017-01-03,2016-12-29,2017-03-29,0.005567114194906964
USD-SOFRCMP-OFFSET2-3M,2017-01-04,2016-12-30,2017-03-30,0.0055949302391420375
USD-SOFRCMP-OFFSET2-3M,2017-01-05,2017-01-03,2017-04-03,0.005751813820923601
USD-SOFRCMP-OFFSET2-3M,2017-01-06,2017-01-04,2017-04-04,0.0057829692356516915
